county,city,modelYear,make,model,electricVehicleType,electricRange,electricUtility,Range Class
King,Enumclaw,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
King,Kirkland,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),204.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Skagit,Mount Vernon,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,PUGET SOUND ENERGY INC,Short Range
Benton,Richland,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200.0,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),Medium Range
Pierce,Tacoma,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Short Range
Snohomish,Stanwood,2022,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),31.0,PUGET SOUND ENERGY INC,Short Range
King,Redmond,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Shoreline,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
King,Bellevue,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Medium Range
Pierce,Lakewood,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Short Range
Snohomish,Granite Falls,2020,KIA,NIRO,Battery Electric Vehicle (BEV),239.0,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,Long Range
Kitsap,Poulsbo,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,PUGET SOUND ENERGY INC,Short Range
Stevens,Rice,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,AVISTA CORP,Long Range
King,Newcastle,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Clallam,Port Angeles,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,BONNEVILLE POWER ADMINISTRATION||CITY OF PORT ANGELES - (WA),Long Range
Okanogan,Winthrop,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,"OKANOGAN COUNTY ELEC COOP, INC",Long Range
Pend Oreille,Newport,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),105.0415512465374,PUD NO 1 OF PEND OREILLE COUNTY,Medium Range
Skagit,Mount Vernon,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,PUGET SOUND ENERGY INC,Short Range
Kitsap,Poulsbo,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Bothell,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Stanwood,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
Jefferson,Quilcene,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),35.0,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,Short Range
Clark,Camas,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),200.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Medium Range
Clark,Washougal,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Short Range
Clallam,Sequim,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,Medium Range
King,Redmond,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),244.3,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Spokane,Greenacres,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),14.0,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,Short Range
Whatcom,Bellingham,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,Short Range
Snohomish,Lake Stevens,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),210.54545454545453,PUGET SOUND ENERGY INC,Long Range
Kitsap,Bainbridge Island,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),232.69662921348313,PUGET SOUND ENERGY INC,Long Range
Pierce,Tacoma,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA),Long Range
King,Covington,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
King,Redmond,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Franklin,Pasco,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,Long Range
Thurston,Olympia,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,PUGET SOUND ENERGY INC,Long Range
Thurston,Lacey,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,PUGET SOUND ENERGY INC,Long Range
Snohomish,Bothell,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),232.69662921348313,PUGET SOUND ENERGY INC,Long Range
Douglas,Palisades,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),149.0,PUD NO 1 OF DOUGLAS COUNTY,Medium Range
Snohomish,Lake Stevens,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),73.0,PUGET SOUND ENERGY INC,Short Range
Pierce,Tacoma,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Short Range
Thurston,Olympia,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC,Long Range
Whatcom,Blaine,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38.0,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,Short Range
Clark,Vancouver,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Long Range
Pierce,Tacoma,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Long Range
Whatcom,Lynden,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),21.0,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,Short Range
King,Bellevue,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),199.33333333333334,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Medium Range
King,Mercer Island,2020,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),22.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Snohomish,Monroe,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259.0,PUGET SOUND ENERGY INC,Long Range
Pierce,Lakewood,2019,KIA,NIRO,Battery Electric Vehicle (BEV),239.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Long Range
King,Woodinville,2016,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),13.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
King,Seattle,2021,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
King,Medina,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),199.33333333333334,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Medium Range
King,Covington,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Skagit,Concrete,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,PUGET SOUND ENERGY INC,Short Range
King,Seattle,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Long Range
Skagit,Mount Vernon,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
King,Seattle,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),110.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Medium Range
Pierce,Gig Harbor,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),83.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Short Range
King,Issaquah,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Snohomish,Marysville,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
Thurston,Olympia,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Arlington,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,Long Range
Pierce,Gig Harbor,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Long Range
Snohomish,Mukilteo,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC,Long Range
Snohomish,Snohomish,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
King,Bothell,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
King,Mercer Island,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Kitsap,Bainbridge Island,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,PUGET SOUND ENERGY INC,Short Range
King,Seattle,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Clark,Vancouver,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Short Range
San Juan,Friday Harbor,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),227.99428571428572,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,Long Range
Island,Oak Harbor,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC,Long Range
King,Bellevue,2016,FIAT,500,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Snohomish,Stanwood,2022,KIA,NIRO,Battery Electric Vehicle (BEV),239.0,PUGET SOUND ENERGY INC,Long Range
Clark,Ridgefield,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Short Range
King,Renton,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),34.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Thurston,Olympia,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),200.0,PUGET SOUND ENERGY INC,Medium Range
King,Woodinville,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Sammamish,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Spokane,Spokane Valley,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,Long Range
King,Auburn,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
San Juan,Friday Harbor,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,Long Range
Snohomish,Bothell,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC,Long Range
King,Sammamish,2022,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),37.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Kitsap,Poulsbo,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42.0,PUGET SOUND ENERGY INC,Short Range
King,Redmond,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Medium Range
Pierce,Tacoma,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PARKLAND LIGHT & WATER COMPANY|PENINSULA LIGHT COMPANY,Long Range
Kitsap,Port Orchard,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
Skagit,Mount Vernon,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
Kitsap,Bremerton,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Everett,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,PUGET SOUND ENERGY INC,Long Range
Lewis,Centralia,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,Short Range
King,Sammamish,2021,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),21.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
King,Bellevue,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),227.99428571428572,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Whatcom,Bellingham,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6.0,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,Short Range
King,Kirkland,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Bellevue,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Thurston,Olympia,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6.0,PUGET SOUND ENERGY INC,Short Range
Grays Harbor,Ocean Shores,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),244.3,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,Long Range
King,Redmond,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),270.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Kirkland,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),18.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Kitsap,Bainbridge Island,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),73.0,PUGET SOUND ENERGY INC,Short Range
Lewis,Mossyrock,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,Long Range
Pierce,Eatonville,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25.0,"BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY",Short Range
King,Kenmore,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Medium Range
Thurston,Yelm,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),270.0,PUGET SOUND ENERGY INC,Long Range
King,Kirkland,2013,FORD,FOCUS,Battery Electric Vehicle (BEV),76.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
King,Seattle,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),199.33333333333334,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Medium Range
Snohomish,Bothell,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC,Long Range
King,Sammamish,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
King,Covington,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),34.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Snohomish,Lynnwood,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Snohomish,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC,Long Range
King,Shoreline,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Long Range
King,Renton,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Seattle,2017,SMART,FORTWO,Battery Electric Vehicle (BEV),58.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
Snohomish,Snohomish,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),73.0,PUGET SOUND ENERGY INC,Short Range
Benton,Kennewick,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,Long Range
Island,Coupeville,2020,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),26.0,PUGET SOUND ENERGY INC,Short Range
Lewis,Chehalis,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,Long Range
Kitsap,Poulsbo,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
Pierce,Steilacoom,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210.0,BONNEVILLE POWER ADMINISTRATION||TOWN OF STEILACOOM|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Long Range
King,Seattle,2014,MERCEDES-BENZ,B-CLASS,Battery Electric Vehicle (BEV),87.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
King,Bellevue,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Kitsap,Silverdale,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),200.0,PUGET SOUND ENERGY INC,Medium Range
Snohomish,Monroe,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC,Long Range
King,Enumclaw,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Sammamish,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),14.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Snohomish,Bothell,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),13.0,PUGET SOUND ENERGY INC,Short Range
Pierce,Tacoma,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Short Range
Snohomish,Everett,2016,KIA,SOUL,Battery Electric Vehicle (BEV),93.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Bothell,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38.0,PUGET SOUND ENERGY INC,Short Range
Walla Walla,College Place,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PACIFICORP,Short Range
San Juan,Eastsound,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),14.0,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,Short Range
King,Renton,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),227.99428571428572,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Snohomish,Lake Stevens,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
Spokane,Reardan,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19.0,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,Short Range
Snohomish,Bothell,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),200.0,PUGET SOUND ENERGY INC,Medium Range
Snohomish,Everett,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249.0,PUGET SOUND ENERGY INC,Long Range
Thurston,Olympia,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),270.0,PUGET SOUND ENERGY INC,Long Range
Spokane,Otis Orchards,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42.0,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,Short Range
King,Redmond,2017,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),14.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Yakima,Yakima,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PACIFICORP,Long Range
Thurston,Lacey,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,PUGET SOUND ENERGY INC,Short Range
King,Maple Valley,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),73.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Pierce,Gig Harbor,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Long Range
King,Bothell,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Snohomish,Everett,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72.0,PUGET SOUND ENERGY INC,Short Range
Pierce,Puyallup,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),35.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Island,Camano Island,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,Long Range
Thurston,Rochester,2019,KIA,NIRO,Battery Electric Vehicle (BEV),239.0,PUGET SOUND ENERGY INC,Long Range
Clark,Vancouver,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Short Range
King,Maple Valley,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),21.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Clark,Vancouver,2020,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),170.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Medium Range
Chelan,Wenatchee,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38.0,PUD NO 1 OF CHELAN COUNTY,Short Range
King,Bothell,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Pierce,Milton,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA),Long Range
King,Vashon,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Covington,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Pierce,South Hill,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Short Range
Thurston,Yelm,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC,Long Range
Kitsap,Bremerton,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19.0,PUGET SOUND ENERGY INC,Short Range
Chelan,Chelan,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUD NO 1 OF CHELAN COUNTY,Long Range
Island,Oak Harbor,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,PUGET SOUND ENERGY INC,Short Range
Kitsap,Bainbridge Island,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Bothell,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),12.0,PUGET SOUND ENERGY INC,Short Range
